更新时间,#genre#
CCTV14,http://[2409:8087:5e08:24::11]:6610/000000001000/1000000005000265013/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265013&livemode=1&stbId=3$订阅源-IPv6
CCTV14,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010207/index.m3u8$订阅源-IPv6
CCTV14,http://[2409:8087:5e08:24::11]:6610/000000001000/1000000001000008170/1.m3u8?channel-id=ystenlive&Contentid=1000000001000008170&livemode=1&stbId=3$订阅源-IPv6
CCTV14,http://1.197.81.7:9901/tsfile/live/0014_1.m3u8$订阅源
CCTV14,http://221.213.69.82:9901/tsfile/live/0014_1.m3u8$订阅源
CCTV14,http://9943a6.tv.netsite.cc/proxy/512439688/512439688.m3u8$订阅源
CCTV15,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225601/index.m3u8$订阅源-IPv6
CCTV15,http://[2409:8087:5e01:34::20]:6610/ZTE_CMS/00000001000000060000000000000501/index.m3u8?IAS$订阅源-IPv6
CCTV15,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226476/index.m3u8$订阅源-IPv6
CCTV15,http://1.197.81.7:9901/tsfile/live/0015_1.m3u8$订阅源
CCTV15,https://tvbox.nat.netsite.cc:8043/proxy/323678478/323678478.m3u8$订阅源
CCTV15,http://60.12.183.46:9901/tsfile/live/0015_1.m3u8$订阅源
CCTV16,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000006000233002/1.m3u8$订阅源-IPv6
CCTV16,http://[2409:8087:1a0a:df::4030]:80/wh7f454c46tw2135331742_-653554677/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226100/index.m3u8?icpid=88888888&RTS=1713968964&from=4&hms_devid=1144&online=1713968964&vqe=3$订阅源-IPv6
CCTV16,http://[2409:8087:5e08:24::11]:6610/000000001000/1000000006000233002/1.m3u8?channel-id=ystenlive&Contentid=1000000006000233002&livemode=1&stbId=3$订阅源-IPv6
CCTV16,http://223.166.234.19:7777/tsfile/live/1038_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV16,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226100/index.m3u8$订阅源
CCTV16,http://121.19.134.222:808/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV17,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010210/index.m3u8$订阅源-IPv6
CCTV17,http://[2409:8087:5e00:24::10]:6060/200000001898/460000089800010210/$订阅源-IPv6
CCTV17,http://[2409:8087:5e08:24::11]:6610/000000001000/1000000006000268004/1.m3u8?channel-id=ystenlive&Contentid=1000000006000268004&livemode=1&stbId=3$订阅源-IPv6
CCTV17,http://58.221.214.82:9901/tsfile/live/0003_2.m3u8$订阅源
CCTV17,http://58.57.40.22:9901/tsfile/live/0019_1.m3u8$订阅源
CCTV17,https://tvbox.nat.netsite.cc:8043/proxy/199561397/199561397.m3u8$订阅源
CHC动作电影,http://[2409:8087:1a01:df::4021]:80/TVOD/88888888/224/3221225555/main.m3u8$订阅源-IPv6
CHC动作电影,http://[2409:8087:5e00:24::1e]:6060/000000001000/8103864434730665389/1.m3u8$订阅源-IPv6
CHC动作电影,http://[2409:8087:74d9:21::6]/270000001128/9900000106/index.m3u8$订阅源-IPv6
CHC动作电影,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=6191&tk=e503191f8e20$订阅源
CHC动作电影,http://112.102.217.173:9003//hls/75/index.m3u8$订阅源
CHC动作电影,http://113.236.20.64:9901/tsfile/live/1101_1.m3u8$订阅源
CHC家庭影院,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN63807601b19dd/index.m3u8?m3u8_level=2$订阅源-IPv6
CHC家庭影院,http://[2001:250:5800:1005::155]:80/liverespath/449d51febadb152094085d373b9af94a6ac5f1dd/index.m3u8$订阅源-IPv6
CHC家庭影院,http://59.173.243.210:9901/tsfile/live/1031_1.m3u8$订阅源
CHC家庭影院,http://113.57.109.48:1111/tsfile/live/1044_1.m3u8$订阅源
CHC家庭影院,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=2500&tk=7d4ad8f156e3$订阅源
CHC影迷电影,http://[2001:250:5800:1005::155]:80/liverespath/bca6167afdef7fc773405c38e695b342c1d1eca0/index.m3u8$订阅源-IPv6
CHC影迷电影,http://183.94.146.109:2222/tsfile/live/1020_1.m3u8$订阅源
CHC影迷电影,http://59.173.243.210:9901/tsfile/live/0119_1.m3u8$订阅源
CHC影迷电影,http://119.125.134.217:9902/tsfile/live/1023_1.m3u8$订阅源

💰央视付费频道,#genre#
文化精品,http://117.90.196.35:6000/rtp/239.49.9.11:6000$江苏电信组播源
文化精品,http://121.232.178.93:5000/rtp/239.49.9.11:6000$江苏电信组播源
文化精品,http://117.90.196.35:6000/rtp/239.49.1.66:6000$江苏电信组播源
风云音乐,http://117.90.196.35:6000/rtp/239.49.9.13:6000$江苏电信组播源
风云音乐,http://121.232.178.93:5000/rtp/239.49.9.13:6000$江苏电信组播源
风云音乐,http://117.90.196.35:6000/rtp/239.49.1.68:6000$江苏电信组播源
第一剧场,http://117.90.196.35:6000/rtp/239.49.9.15:6000$江苏电信组播源
第一剧场,http://121.232.178.93:5000/rtp/239.49.9.15:6000$江苏电信组播源
第一剧场,http://117.90.196.35:6000/rtp/239.49.1.226:6000$江苏电信组播源
风云剧场,http://117.90.196.35:6000/rtp/239.49.9.10:6000$江苏电信组播源
风云剧场,http://121.232.178.93:5000/rtp/239.49.9.10:6000$江苏电信组播源
风云剧场,http://117.90.196.35:6000/rtp/239.49.1.65:6000$江苏电信组播源
怀旧剧场,http://117.90.196.35:6000/rtp/239.49.9.12:6000$江苏电信组播源
怀旧剧场,http://121.232.178.93:5000/rtp/239.49.9.12:6000$江苏电信组播源
怀旧剧场,http://117.90.196.35:6000/rtp/239.49.1.67:6000$江苏电信组播源
女性时尚,http://117.90.196.35:6000/rtp/239.49.9.14:6000$江苏电信组播源
女性时尚,http://121.232.178.93:5000/rtp/239.49.9.14:6000$江苏电信组播源
女性时尚,http://117.90.196.35:6000/rtp/239.49.1.69:6000$江苏电信组播源
高尔夫网球,http://121.24.99.38:8090/rtp/239.253.92.117:8062$河北联通组播源
高尔夫网球,http://121.24.98.111:8090/rtp/239.253.92.117:8062$河北联通组播源
高尔夫网球,http://121.24.99.189:8090/rtp/239.253.92.117:8062$河北联通组播源
风云足球,http://117.90.196.35:6000/rtp/239.49.9.6:6000$江苏电信组播源
风云足球,http://121.232.178.93:5000/rtp/239.49.9.6:6000$江苏电信组播源
风云足球,http://117.90.196.35:6000/rtp/239.49.1.61:6000$江苏电信组播源
电视指南,http://117.90.196.35:6000/rtp/239.49.9.5:6000$江苏电信组播源
电视指南,http://121.232.178.93:5000/rtp/239.49.9.5:6000$江苏电信组播源
电视指南,http://117.90.196.35:6000/rtp/239.49.1.60:6000$江苏电信组播源
世界地理,http://117.90.196.35:6000/rtp/239.49.9.8:6000$江苏电信组播源
世界地理,http://121.232.178.93:5000/rtp/239.49.9.8:6000$江苏电信组播源
世界地理,http://117.90.196.35:6000/rtp/239.49.1.63:6000$江苏电信组播源
兵器科技,http://117.90.196.35:6000/rtp/239.49.9.9:6000$江苏电信组播源
兵器科技,http://121.232.178.93:5000/rtp/239.49.9.9:6000$江苏电信组播源
兵器科技,http://117.90.196.35:6000/rtp/239.49.1.64:6000$江苏电信组播源
CCTV世界地理,http://111.61.236.247:9081/hls/62/index.m3u8$订阅源
CCTV世界地理,http://60.2.190.206:4000/udp/239.253.92.113:8066$订阅源
CCTV世界地理,http://120.6.209.42:8866/udp/239.253.92.131:6113$订阅源
CCTV兵器科技,http://59.173.243.210:9901/tsfile/live/1003_1.m3u8$订阅源
CCTV兵器科技,http://60.10.106.114:555/udp/239.253.93.47:6435$订阅源
CCTV兵器科技,http://120.6.209.42:8866/udp/239.253.93.47:6435$订阅源
CCTV央视台球,http://222.169.41.47:9901/tsfile/live/1012_1.m3u8$订阅源
CCTV央视台球,http://124.230.56.27:55555/udp/239.76.254.58:9000$订阅源
CCTV怀旧剧场,http://111.61.236.247:9081/hls/67/index.m3u8$订阅源
CCTV怀旧剧场,http://119.125.134.179:9901/tsfile/live/1006_1.m3u8$订阅源
CCTV怀旧剧场,http://121.19.134.139:808/tsfile/live/1035_1.m3u8$订阅源
CCTV第一剧场,http://119.125.134.179:9901/tsfile/live/1040_1.m3u8$订阅源
CCTV第一剧场,http://59.173.243.210:9901/tsfile/live/1002_1.m3u8$订阅源
CCTV第一剧场,http://121.19.134.139:808/tsfile/live/1033_1.m3u8$订阅源
CCTV风云剧场,http://119.125.134.179:9901/tsfile/live/1042_1.m3u8$订阅源
CCTV风云剧场,http://121.19.134.139:808/tsfile/live/1034_1.m3u8$订阅源
CCTV风云剧场,http://60.10.106.114:555/udp/239.253.93.251:6429$订阅源
CCTV风云足球,http://123.189.39.129:9901/tsfile/live/1122_1.m3u8$订阅源
CCTV风云足球,http://111.61.236.247:9081/hls/58/index.m3u8$订阅源
CCTV风云足球,http://183.94.146.109:2222/tsfile/live/1017_1.m3u8$订阅源
CCTV风云音乐,http://119.125.134.179:9901/tsfile/live/1039_1.m3u8$订阅源
CCTV风云音乐,http://121.19.134.139:808/tsfile/live/1036_1.m3u8$订阅源
CCTV老故事,http://nas.hssvm.com:8888/udp/225.1.1.188:5002$订阅源
CCTV中学生,http://121.24.98.45:8090/hls/24/index.m3u8$订阅源
CCTV高尔夫球,http://[2409:8087:74d9:21::4]:80/270000001128/index.m3u8?cmcc_cid=9900000094$订阅源-IPv6
CCTV高尔夫球,http://nas.hssvm.com:8888/udp/225.1.1.182:5002$订阅源
CCTV高尔夫球,http://119.125.134.179:9901/tsfile/live/1011_1.m3u8$订阅源

闽南4Gtv,#genre#

港闽AKtv,#genre#

港闽频道,#genre#

特区频晴,#genre#

闽南频晴,#genre#

特区频陆,#genre#

闽南频陆,#genre#

📡卫视频道,#genre#
广东卫视,http://[2409:8087:2001:20:2800:0:df6e:eb17]:80/wh7f454c46tw1930705409_-1175138860/ott.mobaibox.com/PLTV/3/224/3221228230/index.m3u8?icpid=3&RTS=1674386341&from=40&popid=40&hms_devid=2114&prioritypopid=40&vqe=3$订阅源-IPv6
广东卫视,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225742/2/index.m3u8$订阅源-IPv6
广东卫视,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225597/2/index.m3u8$订阅源-IPv6
广东卫视,http://202.100.46.58:9901/tsfile/live/1023_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
广东卫视,http://124.128.73.58:9901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
广东卫视,http://121.18.43.254:10000/hls/28/index.m3u8$订阅源
广东卫视,http://112.114.137.93:888/rtp/239.200.200.52:8276$云南电信组播源
广东卫视,http://112.114.137.86:888/rtp/239.200.200.52:8276$云南电信组播源
广东卫视,http://222.219.183.103:8089/rtp/239.200.200.52:8276$云南电信组播源
香港卫视,http://zhibo.hkstv.tv:80/livestream/mutfysrq.flv$订阅源
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8$订阅源
香港卫视,http://cctvtxyh5c.liveplay.myqcloud.com/cstv/xianggangweishi_2/index.m3u8$订阅源
浙江卫视,http://[2409:8087:2001:20:2800:0:df6e:eb02]:80/wh7f454c46tw205505165_733643305/ott.mobaibox.com/PLTV/3/224/3221227393/index.m3u8?icpid=3&RTS=1674380320&from=40&popid=40&hms_devid=2039&prioritypopid=40&vqe=3$订阅源-IPv6
浙江卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010070/1.m3u8$订阅源-IPv6
浙江卫视,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226339/index.m3u8$订阅源-IPv6
浙江卫视,https://tvbox.nat.netsite.cc:8043/proxy/257951448/257951448.m3u8$订阅源
浙江卫视,http://f28cdb.tv.netsite.cc/proxy/257951448/257951448.m3u8$订阅源
浙江卫视,http://f28cdb.tv.netsite.cc/proxy/2059640241/2059640241.m3u8$订阅源
浙江卫视,http://112.114.137.93:888/rtp/239.200.200.35:8204$云南电信组播源
浙江卫视,http://112.114.137.86:888/rtp/239.200.200.35:8204$云南电信组播源
浙江卫视,http://222.219.183.103:8089/rtp/239.200.200.35:8204$云南电信组播源
湖南卫视,http://[2409:8087:74f0:22::4]:6410/270000001128/9900000523/index.m3u8?channel-id=newtv$订阅源-IPv6
湖南卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226307/index.m3u8$订阅源-IPv6
湖南卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226307/index.m3u8$订阅源-IPv6
湖南卫视,http://123.7.110.43:9901/tsfile/live/0128_3.m3u8$订阅源
湖南卫视,http://121.18.43.254:10000/hls/19/index.m3u8$订阅源
湖南卫视,http://f28cdb.tv.netsite.cc/proxy/480409838/480409838.m3u8$订阅源
湖南卫视,http://112.114.137.93:888/rtp/239.200.200.6:8012$云南电信组播源
湖南卫视,http://112.114.137.86:888/rtp/239.200.200.6:8012$云南电信组播源
湖南卫视,http://222.219.183.103:8089/rtp/239.200.200.6:8012$云南电信组播源
北京卫视,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225600/2/index.m3u8$订阅源-IPv6
北京卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010143/1.m3u8$订阅源-IPv6
北京卫视,http://[2409:8087:5e08:24::11]:6610/000000001000/6000000001000020451/1.m3u8?channel-id=wasusyt&Contentid=6000000001000020451&livemode=1&stbId=3$订阅源-IPv6
北京卫视,https://tvbox.nat.netsite.cc:8043/proxy/1773564112/1773564112.m3u8$订阅源
北京卫视,http://39.164.160.249:9901/tsfile/live/0122_1.m3u8$订阅源
北京卫视,http://117.161.12.124/live/program/live/bjwshd8m/8000000/mnf.m3u8$订阅源
北京卫视,http://112.114.137.93:888/rtp/239.200.200.5:8024$云南电信组播源
北京卫视,http://112.114.137.86:888/rtp/239.200.200.5:8024$云南电信组播源
北京卫视,http://222.219.183.103:8089/rtp/239.200.200.5:8024$云南电信组播源
湖北卫视,http://[2409:8087:1a0a:df::4031]:80/wh7f454c46tw2442481903_293409364/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226477/index.m3u8?icpid=88888888&RTS=1713969271&from=4&hms_devid=1143&online=1713969271&vqe=3$订阅源-IPv6
湖北卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226477/index.m3u8$订阅源-IPv6
湖北卫视,http://[2409:8087:74f0:22::4]:6410/270000001128/9900000522/index.m3u8?$订阅源-IPv6
湖北卫视,https://tvbox.nat.netsite.cc:8043/proxy/209398845/209398845.m3u8$订阅源
湖北卫视,http://221.213.69.82:9901/tsfile/live/0121_1.m3u8$订阅源
湖北卫视,http://220.164.192.48:50085/tsfile/live/0123_1.m3u8$订阅源
湖北卫视,http://112.114.137.93:888/rtp/239.200.200.68:8772$云南电信组播源
湖北卫视,http://112.114.137.86:888/rtp/239.200.200.68:8772$云南电信组播源
湖北卫视,http://222.219.183.103:8089/rtp/239.200.200.68:8772$云南电信组播源
黑龙江卫视,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226327/index.m3u8$订阅源-IPv6
黑龙江卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010056/index.m3u8$订阅源-IPv6
黑龙江卫视,http://[2409:8087:1a0a:df::4030]:80/wh7f454c46tw3745569663_1783156534/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226327/index.m3u8$订阅源-IPv6
黑龙江卫视,http://221.213.69.82:9901/tsfile/live/0132_1.m3u8$订阅源
黑龙江卫视,http://1.197.81.7:9901/tsfile/live/0143_1.m3u8$订阅源
黑龙江卫视,http://iptvrr.sh.chinamobile.com:6060/cms001/ch00000090990000001031/index.m3u8$订阅源
黑龙江卫视,http://112.114.137.93:888/rtp/239.200.200.66:8016$云南电信组播源
黑龙江卫视,http://112.114.137.86:888/rtp/239.200.200.66:8016$云南电信组播源
黑龙江卫视,http://222.219.183.103:8089/rtp/239.200.200.66:8016$云南电信组播源
安徽卫视,http://[2409:8087:74d9:21::6]:80/270000001128/9900000514/index.m3u8$订阅源-IPv6
安徽卫视,http://[2409:8087:3428:20:500::100f]:6610/PLTV/88888888/224/3221227178/index.m3u8?servicetype=1&IASHttpSessionId=RR423820220409134714119178$订阅源-IPv6
安徽卫视,http://[2409:8087:1a09:df::401d]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226391/1.m3u8?icpid=88888888&from=5&hms_devid=980&online=1720054946&vqe=3$订阅源-IPv6
安徽卫视,http://f28cdb.tv.netsite.cc/proxy/149472807/149472807.m3u8$订阅源
安徽卫视,http://221.213.69.82:9901/tsfile/live/0135_2.m3u8$订阅源
安徽卫视,http://9943a6.tv.netsite.cc/proxy/149472807/149472807.m3u8$订阅源
安徽卫视,http://112.114.137.93:888/rtp/239.200.200.37:8212$云南电信组播源
安徽卫视,http://112.114.137.86:888/rtp/239.200.200.37:8212$云南电信组播源
安徽卫视,http://222.219.183.103:8089/rtp/239.200.200.37:8212$云南电信组播源
重庆卫视,http://[2409:8087:74f0:22::4]:6410/270000001128/9900000517/index.m3u8?channel-id=newtv$订阅源-IPv6
重庆卫视,http://[2409:8087:74d9:21::6]:80/270000001128/9900000517/index.m3u8$订阅源-IPv6
重庆卫视,http://[2409:8087:5e08:24::11]:6610/000000001000/1000000005000265017/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265017&livemode=1&stbId=3$订阅源-IPv6
重庆卫视,http://f28cdb.tv.netsite.cc/proxy/562106987/562106987.m3u8$订阅源
重庆卫视,http://9943a6.tv.netsite.cc/proxy/562106987/562106987.m3u8$订阅源
重庆卫视,http://220.164.192.48:50085/tsfile/live/0131_1.m3u8$订阅源
重庆卫视,http://112.114.137.93:888/rtp/239.200.200.49:8264$云南电信组播源
重庆卫视,http://112.114.137.86:888/rtp/239.200.200.49:8264$云南电信组播源
